R_fighter,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,R_Orthodox,R_Southpaw,R_Switch
Jussier Formiga,1,0,0,1.38,0.38,0.6,1.95,0.39,4,5,34,0,0,0,6,0,3,0,9,165.1,170.18,125,34,1,0,0
Amanda Ribas,0,2,0,4.29,0.38,1.4,2.71,0.57,2,0,5,0,0,0,1,0,1,0,2,160.02,167.64,115,26,1,0,0
Elizeu Dos Santos,1,0,0,4.18,0.39,0.6,0.45,0.14,7,2,22,0,0,1,2,3,1,0,7,180.34,185.42,170,33,1,0,0
Mayra Bueno Silva,0,1,0,2.24,0.34,3.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,167.64,167.64,135,28,1,0,0
Bruno Silva,1,0,0,1.54,0.4,0.0,2.31,0.18,0,1,3,0,0,0,0,0,0,0,0,162.56,165.1,135,29,1,0,0
Veronica Macedo,0,1,0,1.9,0.45,0.8,0.8,1.0,1,3,9,0,0,0,0,0,1,0,1,162.56,162.56,125,24,0,1,0
Israel Adesanya,0,7,0,4.46,0.5,0.4,0.0,0.0,7,0,21,2,0,1,3,3,0,0,7,193.04,203.2,185,30,0,0,1
Weili Zhang,0,4,0,6.22,0.49,0.9,1.75,0.3,4,0,8,1,0,0,2,1,1,0,4,162.56,160.02,115,30,0,0,1
Beneil Dariush,0,3,1,3.95,0.49,0.9,1.77,0.34,5,4,33,0,0,1,4,1,5,0,11,177.8,182.88,155,30,0,1,0
Neil Magny,1,0,0,3.86,0.46,0.3,2.62,0.46,7,6,52,0,0,1,7,5,1,0,14,190.5,203.2,170,32,1,0,0
Alex Oliveira,3,0,0,2.9,0.5,0.7,2.86,0.39,3,6,36,0,0,0,2,4,3,0,9,180.34,193.04,170,32,1,0,0
Sean O'Malley,0,2,0,6.75,0.56,1.3,1.31,0.5,2,0,6,0,0,0,2,0,0,0,2,180.34,182.88,135,25,0,0,1
Mark Madsen,0,1,0,18.33,0.75,0.0,12.5,0.5,1,0,1,0,0,0,0,1,0,0,1,172.72,182.88,155,35,1,0,0
Rodolfo Vieira,0,1,0,1.91,0.46,1.6,4.77,0.42,1,0,2,0,0,0,0,0,1,0,1,182.88,185.42,185,30,1,0,0
Gerald Meerschaert,1,0,0,2.73,0.42,1.8,2.56,0.41,2,4,18,0,0,0,0,1,4,0,5,185.42,195.58,185,32,0,1,0
Jamall Emmers,0,0,0,8.27,0.68,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,187.96,145,30,1,0,0
Danaa Batgerel,1,0,0,5.67,0.36,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,170.18,177.8,135,30,1,0,0
Joseph Benavidez,0,3,0,3.46,0.33,0.6,1.53,0.31,6,5,65,2,0,1,10,6,3,0,21,162.56,165.1,125,35,0,1,0
Felicia Spencer,1,0,0,3.26,0.51,0.8,0.82,0.1,1,1,4,0,0,0,0,0,1,0,1,167.64,172.72,145,29,1,0,0
Ion Cutelaba,0,1,0,5.27,0.39,0.0,2.62,0.71,2,3,14,0,0,0,1,3,0,0,4,185.42,190.5,205,26,0,1,0
Megan Anderson,0,1,0,1.8,0.46,0.6,0.64,0.5,1,2,6,0,0,0,0,1,1,0,2,182.88,182.88,145,30,1,0,0
Grant Dawson,0,2,0,3.76,0.46,2.1,5.23,0.45,2,0,5,0,0,0,1,0,1,0,2,177.8,182.88,145,26,0,0,1
Gabriel Silva,1,0,0,0.53,0.5,0.0,1.0,0.16,0,1,3,0,0,0,0,0,0,0,0,167.64,180.34,135,25,1,0,0
Brendan Allen,0,1,0,2.0,0.53,6.2,3.74,0.42,1,0,2,0,0,0,0,0,1,0,1,187.96,190.5,185,24,1,0,0
Luis Pena,1,0,0,3.7,0.45,1.0,1.25,0.31,2,2,13,0,0,0,1,1,1,0,3,190.5,190.5,155,26,0,1,0
Marcin Tybura,2,0,0,3.61,0.51,0.1,1.48,0.61,3,5,25,0,0,0,2,2,0,0,4,190.5,198.12,249,34,1,0,0
Jordan Griffin,2,0,0,3.15,0.46,1.8,0.44,0.25,0,2,6,0,0,0,0,0,0,0,0,177.8,185.42,145,30,0,1,0
Aalon Cruz,0,0,0,9.04,0.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,198.12,145,30,0,0,1
Sean Brady,0,1,0,7.93,0.56,0.0,2.0,0.66,1,0,3,0,0,0,1,0,0,0,1,177.8,182.88,170,27,1,0,0
Paul Felder,0,2,0,3.55,0.43,0.3,0.29,0.27,3,4,33,0,0,2,2,4,1,0,9,180.34,177.8,155,35,1,0,0
Jim Crute,1,0,0,4.56,0.57,2.3,0.58,1.0,2,1,5,0,0,0,0,1,1,0,2,187.96,187.96,205,23,1,0,0
Karolina Kowalkiewicz,3,0,0,5.57,0.39,0.0,0.11,0.14,3,5,28,1,0,2,3,0,0,0,5,160.02,162.56,115,34,1,0,0
Ben Sosoli,0,0,0,2.22,0.31,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,175.26,182.88,265,30,0,1,0
Brad Riddell,0,1,0,6.07,0.59,0.0,1.0,1.0,1,0,3,0,0,0,1,0,0,0,1,170.18,180.34,155,28,1,0,0
Kevin Aguilar,1,0,0,3.78,0.36,0.0,0.25,0.5,2,1,9,0,0,0,2,0,0,0,2,170.18,185.42,145,31,1,0,0
Jalin Turner,1,0,0,5.66,0.45,0.6,0.61,1.0,1,2,5,0,0,0,0,1,0,0,1,190.5,195.58,155,24,0,1,0
Jake Matthews,0,1,0,3.07,0.46,0.8,1.99,0.38,3,4,28,0,0,1,2,1,4,0,8,180.34,185.42,170,25,1,0,0
Callan Potter,0,1,0,3.21,0.51,0.0,2.83,0.6,1,1,4,0,0,0,1,0,0,0,1,182.88,182.88,170,35,1,0,0
Kai Kara France,1,0,0,5.28,0.41,0.0,0.75,0.37,3,1,12,0,0,1,2,0,0,0,3,162.56,175.26,125,26,1,0,0
Loma Lookboonmee,0,1,0,6.6,0.65,0.0,1.0,0.16,1,0,3,0,0,1,0,0,0,0,1,154.94,154.94,115,24,1,0,0
Priscila Cachoeira,3,0,0,3.7,0.36,0.0,0.0,0.0,0,3,8,0,0,0,0,0,0,0,0,170.18,165.1,125,31,1,0,0
Francis Ngannou,0,2,0,2.15,0.37,0.5,0.0,0.0,6,2,21,1,0,0,0,7,1,0,8,193.04,210.82,250,32,1,0,0
Jussier Formiga,0,4,0,1.38,0.38,0.6,1.95,0.39,4,4,32,0,0,0,6,0,3,0,9,165.1,170.18,125,34,1,0,0
Demian Maia,0,1,0,1.82,0.43,1.0,2.49,0.25,7,9,79,2,0,1,8,1,10,0,20,185.42,182.88,170,41,0,1,0
Roosevelt Roberts,0,2,0,2.87,0.46,0.5,1.84,0.63,2,0,4,0,0,0,1,0,1,0,2,187.96,185.42,155,25,1,0,0
Drew Dober,1,0,0,4.51,0.4,0.1,0.95,0.17,3,5,26,0,0,0,3,3,1,0,7,172.72,177.8,155,30,0,1,0
Alonzo Menifield,0,1,0,5.07,0.48,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,182.88,193.04,205,31,1,0,0
Ricardo Ramos,1,0,0,3.05,0.39,0.7,2.13,0.64,3,1,10,0,0,1,1,1,0,0,3,175.26,182.88,135,23,1,0,0
Eryk Anders,3,0,0,3.06,0.45,0.1,1.51,0.4,2,4,21,0,0,0,1,2,0,0,3,185.42,190.5,205,32,0,1,0
Jared Gordon,2,0,0,6.26,0.54,0.0,2.98,0.39,2,2,9,0,0,0,1,1,0,0,2,175.26,172.72,155,30,1,0,0
Dalcha Lungiambula,0,0,0,1.79,0.55,0.0,2.83,0.5,0,0,0,0,0,0,0,0,0,0,0,172.72,193.04,205,31,1,0,0
Emily Whitmire,0,2,0,2.84,0.31,0.6,1.18,0.66,2,1,5,0,0,0,1,0,1,0,2,165.1,160.02,115,28,1,0,0
Maurice Greene,0,2,0,4.19,0.44,0.5,0.0,0.0,2,0,4,0,0,1,0,0,1,0,2,200.66,203.2,258,32,1,0,0
Renato Moicano,1,0,0,5.53,0.46,0.4,1.16,0.54,3,2,17,0,0,2,1,0,2,0,5,180.34,182.88,145,30,1,0,0
Bryan Barberena,1,0,0,5.65,0.48,0.3,0.26,0.33,2,4,22,0,0,0,1,3,1,0,5,182.88,182.88,170,30,0,1,0
Andre Ewell,1,0,0,3.74,0.4,0.0,0.21,0.5,1,1,6,0,0,1,0,0,0,0,1,172.72,190.5,135,31,0,1,0
Andrea Lee,0,2,0,5.4,0.48,0.6,1.4,0.38,2,0,6,0,0,0,2,0,0,0,2,167.64,175.26,125,30,1,0,0
Kevin Holland,0,2,0,4.16,0.54,1.1,1.27,0.43,2,1,9,0,0,1,0,0,1,0,2,190.5,205.74,185,26,1,0,0
Dan Ige,0,3,0,3.89,0.49,0.8,2.38,0.35,3,1,8,0,0,0,1,1,1,0,3,170.18,180.34,145,27,1,0,0
Ashley Yoder,0,1,0,3.1,0.42,0.5,1.33,0.38,1,3,12,0,0,1,0,0,0,0,1,170.18,175.26,115,31,0,1,0
Matt Wiman,0,1,0,3.18,0.5,1.5,2.14,0.37,4,5,33,0,0,0,5,2,3,0,10,177.8,172.72,155,35,1,0,0
Allen Crowder,0,1,0,2.95,0.51,1.2,1.85,0.33,1,1,3,0,0,0,0,0,0,0,1,190.5,193.04,245,29,1,0,0
Ariane Lipski,1,0,0,3.38,0.31,0.3,0.33,1.0,0,1,3,0,0,0,0,0,0,0,0,167.64,170.18,125,25,1,0,0
Deron Winn,0,0,0,6.6,0.47,0.0,3.0,0.33,0,0,0,0,0,0,0,0,0,0,0,167.64,177.8,185,30,1,0,0
Jon Jones,0,15,0,4.3,0.57,0.4,1.85,0.44,15,1,63,13,0,0,8,5,5,0,18,193.04,213.36,205,31,1,0,0
Amanda Nunes,0,8,0,4.34,0.49,0.7,2.33,0.47,8,2,26,5,0,1,1,7,2,0,11,172.72,175.26,135,31,1,0,0
Jorge Masvidal,0,1,0,4.33,0.47,0.4,1.7,0.59,4,7,61,0,0,1,8,5,1,0,15,180.34,187.96,170,34,1,0,0
Jan Blachowicz,1,0,0,3.45,0.48,0.3,1.16,0.52,4,5,29,0,0,0,3,1,2,0,6,187.96,198.12,205,36,1,0,0
Diego Sanchez,0,2,0,2.73,0.38,0.9,1.57,0.24,9,11,80,1,0,3,10,6,2,0,21,177.8,182.88,170,37,0,1,0
Gilbert Melendez,4,0,0,3.44,0.33,0.2,1.64,0.41,8,7,74,2,0,2,7,8,0,0,17,175.26,185.42,145,37,1,0,0
Marlon Vera,0,3,0,3.43,0.47,1.4,0.76,0.38,3,4,28,0,0,0,1,3,3,0,7,172.72,177.8,135,26,0,0,1
Caludia Gadelha,1,0,0,3.17,0.42,0.8,3.34,0.47,2,4,27,1,0,1,3,0,1,0,5,162.56,160.02,115,30,1,0,0
Alejandro Perez,1,0,1,3.52,0.35,0.1,0.52,0.2,4,2,24,0,0,1,3,3,0,0,7,167.64,170.18,135,29,1,0,0
Edmen Shahbazyan,0,2,0,4.11,0.52,0.8,6.77,0.4,2,0,4,0,0,1,0,1,0,0,2,187.96,187.96,185,21,1,0,0
Ismail Naurdiev,0,1,0,3.4,0.56,0.3,1.67,0.83,1,0,3,0,0,0,1,0,0,0,1,177.8,187.96,170,32,1,0,0
Julia Avila,0,0,0,3.27,0.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,172.72,135,31,1,0,0
Corey Anderson,0,4,0,4.45,0.46,0.0,4.98,0.5,4,4,35,0,0,0,7,3,0,0,10,190.5,200.66,205,30,1,0,0
Diego Sanchez,1,0,0,2.75,0.38,0.9,1.62,0.25,9,12,83,1,0,3,10,6,2,0,21,177.8,182.88,170,38,0,1,0
Montana De La Rosa,1,0,0,2.49,0.31,2.3,2.69,0.33,3,1,9,0,0,0,0,0,3,0,3,170.18,172.72,125,25,1,0,0
Brok Weaver,0,0,0,6.73,0.74,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,170,28,0,1,0
Rogerio Bontorin,0,2,0,3.23,0.52,1.6,2.72,0.41,2,0,4,0,0,1,0,1,0,0,2,165.1,170.18,125,27,1,0,0
Lando Vannata,1,0,2,4.41,0.42,0.5,1.35,0.42,1,4,19,0,0,0,0,1,1,0,2,175.26,180.34,155,27,1,0,0
Tim Means,0,1,0,4.87,0.45,0.2,0.87,0.45,4,8,43,0,0,1,3,5,2,0,11,187.96,190.5,170,35,1,0,0
John Dodson,2,0,0,3.28,0.4,0.0,0.8,0.28,3,6,43,2,0,1,3,5,0,0,9,160.02,167.64,135,35,1,0,0
Jim Miller,0,2,0,2.78,0.4,2.0,1.77,0.42,7,12,73,0,0,2,6,3,9,0,20,172.72,180.34,155,36,0,1,0
Devin Clark,1,0,0,3.21,0.54,0.2,3.03,0.39,2,4,18,0,0,0,4,0,0,0,4,182.88,190.5,205,29,1,0,0
Casey Kenney,0,2,0,3.48,0.41,0.8,1.75,0.5,2,0,6,0,0,0,2,0,0,0,2,170.18,172.72,135,28,0,1,0
Macy Chiasson,1,0,0,3.76,0.55,1.0,0.0,0.0,3,1,8,0,0,0,0,2,1,0,3,180.34,182.88,135,28,1,0,0
Mark De La Rosa,2,0,0,3.05,0.36,0.3,0.77,0.17,2,3,13,0,0,1,0,0,1,0,2,167.64,165.1,135,25,1,0,0
Germaine De Randamie,0,4,0,2.72,0.47,0.2,0.0,0.0,4,2,22,1,0,1,3,3,0,0,7,175.26,180.34,135,35,1,0,0
Urijah Faber,0,1,0,2.65,0.4,0.8,1.54,0.3,6,9,78,4,0,0,5,2,12,0,19,167.64,170.18,135,40,1,0,0
Josh Emmett,0,1,0,3.63,0.36,0.2,1.5,0.45,2,2,18,0,0,1,2,2,0,0,5,167.64,177.8,145,34,1,0,0
Karl Roberson,1,0,0,3.16,0.52,0.8,1.07,0.57,1,2,6,0,0,0,1,0,1,0,0,185.42,187.96,185,28,0,1,0
Marvin Vettori,1,0,1,4.05,0.41,0.6,1.43,0.45,1,2,13,0,0,0,1,0,1,0,2,182.88,187.96,185,25,0,1,0
Andre Fili,0,1,0,4.0,0.37,0.2,2.49,0.45,2,5,30,0,0,1,4,2,0,0,7,180.34,187.96,145,29,1,0,0
Julianna Pena,1,0,0,2.96,0.51,0.9,2.6,0.52,4,1,10,0,0,0,2,2,0,0,4,167.64,175.26,135,29,1,0,0
Darren Elkins,2,0,0,3.27,0.36,1.3,2.52,0.35,6,6,51,0,0,2,8,3,1,0,14,177.8,180.34,145,35,1,0,0
Liu Pingyuan,0,2,0,2.36,0.33,1.0,0.25,0.2,2,0,6,0,0,1,1,0,0,0,2,167.64,182.88,135,26,1,0,0
Livinha Souza,0,2,0,1.79,0.37,1.9,3.35,0.5,2,0,4,0,0,1,0,0,1,0,1,160.02,160.02,115,28,1,0,0
Benito Lopez,1,0,0,4.49,0.44,0.3,0.0,0.0,1,1,4,0,0,0,1,0,0,0,1,177.8,185.42,135,25,0,0,1
Rafael Dos Anjos,0,1,0,3.47,0.45,0.6,1.82,0.39,5,9,78,3,0,0,10,4,4,0,18,172.72,177.8,170,34,0,1,0
Aleksei Oleinik,1,0,0,3.08,0.5,2.8,3.01,0.46,2,3,13,0,0,0,0,1,5,0,6,187.96,203.2,240,42,1,0,0
Greg Hardy,0,1,0,4.77,0.49,0.0,0.0,0.0,1,1,3,0,0,0,0,1,0,0,1,195.58,203.2,265,30,1,0,0
James Vick,2,0,0,4.13,0.39,0.7,0.26,0.33,5,3,25,0,0,0,4,2,3,0,9,190.5,193.04,155,32,1,0,0
Alexander Hernandez,1,0,0,3.07,0.41,0.0,1.52,0.3,2,1,6,0,0,0,1,1,0,0,2,175.26,182.88,155,26,1,0,0
Andrei Arlovski,3,0,0,3.55,0.44,0.3,0.52,0.36,6,16,73,5,0,1,5,11,2,0,18,190.5,195.58,240,40,1,0,0
Alex Caceres,1,0,0,3.98,0.48,0.8,0.53,0.75,4,10,52,0,0,3,3,1,2,0,9,177.8,185.42,145,31,0,1,0
Raquel Pennington,2,0,0,3.32,0.46,0.8,1.13,0.27,4,4,29,1,0,1,3,0,2,0,6,170.18,170.18,135,30,1,0,0
Sam Alvey,2,0,0,3.05,0.44,0.1,0.09,0.16,4,7,35,0,0,2,2,5,1,0,10,187.96,190.5,205,33,0,1,0
Roxanne Modafferi,0,1,0,3.06,0.31,0.1,1.45,0.21,1,5,20,1,0,1,0,1,0,0,2,170.18,175.26,125,36,1,0,0
Ray Borg,2,0,0,1.26,0.49,1.2,3.66,0.5,3,4,27,1,0,0,3,0,2,0,5,162.56,160.02,135,25,1,0,0
Mario Bautista,1,0,0,6.19,0.45,0.0,0.6,0.33,0,1,1,0,0,0,0,0,0,0,0,175.26,175.26,135,26,0,0,1
Domingo Pilarte,0,0,0,2.04,0.5,1.3,2.0,0.42,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,135,29,0,1,0
Max Holloway,1,0,0,6.66,0.44,0.4,0.24,0.83,13,4,55,6,0,1,4,9,2,0,16,180.34,175.26,145,27,1,0,0
Cris Cyborg,1,0,0,7.28,0.52,0.4,0.66,0.55,11,1,27,4,0,0,2,9,0,0,11,172.72,172.72,145,34,1,0,0
Geoff Neal,0,3,0,6.04,0.49,0.4,0.85,0.5,3,0,6,0,0,0,1,1,1,0,3,180.34,190.5,170,28,0,1,0
Olivier Aubin-Mercier,2,0,0,2.48,0.51,0.5,2.36,0.33,4,4,29,0,0,1,1,1,4,0,7,175.26,177.8,155,30,0,1,0
Marc-Andre Barriault,1,0,0,3.53,0.43,0.0,0.33,0.16,0,1,3,0,0,0,0,0,0,0,0,185.42,187.96,185,29,1,0,0
Alexis Davis,2,0,0,4.27,0.46,0.8,0.74,0.33,3,5,34,1,0,2,4,1,1,0,8,167.64,172.72,125,34,1,0,0
Hakeem Dawodu,0,2,0,5.28,0.46,0.0,0.0,0.0,2,1,7,0,0,1,1,0,0,0,2,172.72,185.42,145,28,1,0,0
Gavin Tucker,1,0,0,2.66,0.37,1.0,2.08,0.33,1,1,6,0,0,0,1,0,0,0,1,167.64,167.64,145,33,0,1,0
Alexandre Pantoja,0,3,0,4.58,0.47,1.3,1.1,0.35,3,1,14,0,0,1,1,1,2,0,5,165.1,170.18,125,29,1,0,0
Gillian Robertson,0,1,0,2.18,0.5,1.3,3.44,0.47,2,1,6,0,0,0,0,0,3,0,3,165.1,160.02,125,24,1,0,0
Erik Koch,2,0,0,2.33,0.42,1.0,1.02,0.42,4,6,27,0,0,0,2,3,2,0,7,177.8,180.34,170,30,0,1,0
Colby Covington,0,6,0,4.17,0.37,0.2,4.91,0.51,6,1,28,1,0,0,5,2,2,0,9,180.34,182.88,170,31,1,0,0
Jim Miller,0,1,0,2.78,0.4,2.0,1.77,0.42,7,12,73,0,0,2,6,3,9,0,19,172.72,180.34,155,35,0,1,0
Joaquim Silva,0,1,0,3.92,0.37,0.7,0.24,0.5,3,1,13,0,0,2,0,2,0,0,4,172.72,175.26,155,30,0,1,0
Trevin Giles,1,0,0,3.61,0.56,0.2,1.47,1.0,2,1,8,0,0,0,0,2,0,0,2,182.88,187.96,185,27,1,0,0
Scott Holtzman,1,0,0,4.36,0.5,0.2,2.37,0.58,3,3,24,0,0,0,3,1,1,0,5,175.26,175.26,155,35,1,0,0
Darko Stosic,1,0,0,2.61,0.45,0.0,3.42,0.5,1,1,4,0,0,0,0,1,0,0,0,182.88,193.04,205,27,1,0,0
Mickey Gall,1,0,0,2.22,0.43,2.7,1.5,0.38,3,2,10,0,0,0,0,0,4,0,4,187.96,187.96,170,27,0,0,1
Antonina Shevchenko,1,0,0,4.9,0.57,1.0,0.67,1.0,1,1,6,0,0,0,1,0,0,0,1,172.72,170.18,125,34,0,1,0
Jordan Espinosa,0,1,0,4.25,0.55,0.4,0.85,0.2,1,0,3,0,0,0,1,0,0,0,1,167.64,175.26,125,29,1,0,0
Lauren Murphy,1,0,0,3.76,0.38,0.0,1.03,0.32,1,4,18,0,0,1,0,1,0,0,2,165.1,170.18,125,36,1,0,0
Claudio Silva,0,4,0,2.8,0.51,2.1,3.32,0.33,4,0,11,0,0,1,1,0,2,0,4,180.34,180.34,170,36,0,1,0
Miranda Granger,0,0,0,3.47,0.43,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,172.72,125,27,1,0,0
Jon Jones,0,16,0,4.31,0.57,0.5,1.9,0.46,16,1,68,14,0,1,8,5,5,0,19,193.04,213.36,205,32,1,0,0
Valentina Shevchenko,0,4,0,3.02,0.49,0.4,1.94,0.51,4,2,32,4,0,1,3,1,2,0,7,165.1,167.64,125,31,0,1,0
Juan Adams,2,0,0,7.32,0.55,0.0,0.97,0.66,1,2,7,0,0,0,0,1,0,0,1,195.58,203.2,265,28,1,0,0
Mirsad Bektic,1,0,0,2.88,0.42,0.4,3.38,0.53,4,2,17,0,1,1,1,2,1,0,6,172.72,177.8,145,28,1,0,0
Derrick Lewis,0,1,0,2.63,0.49,0.0,0.52,0.25,6,5,41,1,0,2,1,10,0,0,13,190.5,200.66,260,35,1,0,0
Trevin Giles,2,0,0,3.25,0.61,0.0,1.95,1.0,2,2,11,0,0,0,0,2,0,0,2,182.88,187.96,185,27,1,0,0
Alex Morono,0,3,0,4.42,0.39,0.6,0.0,0.0,3,2,22,0,0,1,3,1,1,0,6,180.34,182.88,170,29,1,0,0
Lauren Murphy,0,1,0,3.53,0.39,0.0,0.89,0.28,1,4,21,0,0,1,0,2,0,0,3,165.1,170.18,125,36,1,0,0
Miles Johns,0,1,0,3.47,0.53,0.0,2.0,0.66,1,0,3,0,0,1,0,0,0,0,1,170.18,167.64,135,25,1,0,0
Domingo Pilarte,1,0,0,2.06,0.51,1.4,2.06,0.42,0,1,3,0,0,0,0,0,0,0,0,182.88,185.42,135,30,0,1,0
Andre Ewell,1,0,0,3.32,0.39,0.0,0.26,0.5,1,2,12,0,0,1,1,0,0,0,2,172.72,190.5,135,32,0,1,0
Austin Lingo,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,177.8,145,25,1,0,0
Valentina Shevchenko,0,3,0,3.02,0.49,0.4,1.94,0.51,3,2,27,3,0,1,2,1,1,1,6,165.1,167.64,125,31,0,1,0
Vincente Luque,0,5,0,5.18,0.53,1.0,0.82,0.5,5,2,13,0,0,0,0,6,3,0,9,180.34,190.5,170,27,1,0,0
Luiz Garagorri,0,0,0,3.75,0.54,0.0,0.79,1.0,0,0,0,0,0,0,0,0,0,0,0,175.26,177.8,145,30,1,0,0
Volkan Oezdemir,3,0,0,4.88,0.45,0.0,0.39,0.22,3,3,13,1,0,1,0,2,0,0,3,187.96,190.5,205,29,1,0,0
Rodolfo Vieira,0,0,0,1.91,0.46,1.6,4.77,0.42,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,185,29,1,0,0
Enrique Barzola,1,0,0,3.93,0.39,0.2,4.56,0.45,4,2,21,0,0,0,5,0,0,0,5,170.18,177.8,145,30,1,0,0
Gilbert Burns,0,2,0,3.09,0.43,0.7,2.43,0.38,3,3,24,0,0,0,2,2,4,0,8,177.8,180.34,155,33,1,0,0
Ciryl Gane,0,0,0,5.12,0.49,0.9,1.32,0.6,0,0,0,0,0,0,0,0,0,0,0,193.04,205.74,245,29,1,0,0
Tecia Torres,3,0,0,4.04,0.47,0.1,0.67,0.14,3,4,29,0,0,0,5,0,1,0,6,154.94,152.4,115,29,1,0,0
Rogerio Bontorin,0,1,0,3.23,0.52,1.6,2.72,0.41,1,0,3,0,0,1,0,0,0,0,1,165.1,170.18,125,27,1,0,0
Geraldo de Freitas,0,1,0,2.97,0.47,0.0,4.0,0.5,1,0,3,0,0,0,1,0,0,0,1,170.18,182.88,135,27,1,0,0
Kazula Vargas,0,0,0,1.33,0.47,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,180.34,155,33,0,1,0
Veronica Macedo,3,0,0,1.9,0.45,0.8,0.8,1.0,0,3,8,0,0,0,0,0,0,0,0,162.56,162.56,125,23,0,1,0
Daniel Cormier,0,7,0,4.25,0.52,0.5,1.95,0.44,12,1,54,8,0,1,6,8,4,0,19,180.34,182.88,235,40,1,0,0
Anthony Pettis,0,1,0,2.97,0.46,1.2,0.67,0.54,5,8,55,4,0,1,2,4,7,0,14,177.8,182.88,155,32,1,0,0
Yoel Romero,1,0,0,3.71,0.49,0.0,1.79,0.31,8,2,37,2,0,1,1,7,0,0,9,182.88,185.42,185,42,1,0,0
Gabriel Benitez,0,2,0,4.32,0.41,1.5,0.21,1.0,2,2,16,0,0,0,2,1,2,0,5,172.72,180.34,145,31,0,1,0
Derek Brunson,0,1,0,3.39,0.45,0.5,2.8,0.29,5,6,33,0,0,0,5,6,2,0,13,185.42,195.58,185,35,0,1,0
Devonte Smith,0,2,0,6.88,0.56,0.0,0.0,0.0,2,0,2,0,0,0,0,2,0,0,2,175.26,193.04,155,26,1,0,0
Raphael Assuncao,1,0,0,3.32,0.41,0.3,1.54,0.38,7,5,51,0,0,4,7,2,1,0,14,165.1,167.64,135,37,1,0,0
Christos Giagos,0,2,0,3.05,0.4,0.4,2.74,0.42,2,3,13,0,0,0,2,0,1,0,3,177.8,180.34,155,29,1,0,0
Manny Bermudez,0,3,0,2.92,0.61,3.1,3.06,0.54,3,0,4,0,0,0,0,0,3,0,3,177.8,180.34,145,25,1,0,0
Hannah Cifers,0,1,0,4.82,0.45,0.3,0.32,1.0,1,1,5,0,0,1,0,0,0,0,1,154.94,157.48,115,27,1,0,0
Kyung Ho Kang,0,1,0,2.52,0.44,1.1,2.53,0.59,3,2,17,0,0,1,0,0,3,0,4,175.26,185.42,135,31,1,0,0
Sabina Mazo,1,0,0,6.44,0.45,0.0,1.33,1.0,0,1,3,0,0,0,0,0,0,0,0,170.18,177.8,125,22,1,0,0
Jessica Andrade,0,4,0,6.55,0.51,0.5,3.21,0.58,4,4,35,1,0,1,5,3,2,0,11,154.94,157.48,115,27,1,0,0
Li Jingliang,0,2,0,4.9,0.43,0.0,1.24,0.36,4,3,26,0,0,1,2,5,0,0,8,182.88,180.34,170,31,1,0,0
Kai Kara-France,0,2,0,5.28,0.41,0.0,0.75,0.37,2,0,6,0,0,1,1,0,0,0,2,162.56,175.26,125,26,1,0,0
Song Kenan,1,0,0,4.13,0.45,0.0,0.0,0.0,2,1,6,0,0,0,0,2,0,0,2,182.88,180.34,170,29,1,0,0
Wu Yanan,0,1,0,4.79,0.45,0.4,0.44,0.14,1,1,4,0,0,0,0,0,1,0,1,172.72,167.64,125,23,1,0,0
Junyong Park,0,0,0,6.41,0.47,0.0,3.04,0.5,0,0,0,0,0,0,0,0,0,0,0,177.8,185.42,185,28,1,0,0
Su Mudaerji,1,0,0,5.02,0.59,1.4,0.68,1.0,0,1,2,0,0,0,0,0,0,0,0,172.72,182.88,135,23,0,1,0
Da Un Jung,0,0,0,6.59,0.43,1.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,193.04,198.12,205,25,1,0,0
Damir Ismagulov,0,2,0,3.76,0.43,0.0,1.67,0.31,2,0,6,0,0,0,2,0,0,0,2,175.26,177.8,155,28,1,0,0
Heili Alateng,0,0,0,2.77,0.37,0.0,3.5,0.35,0,0,0,0,0,0,0,0,0,0,0,165.1,167.64,135,27,1,0,0
